Направление подготовки: Лечебное дело,,,,,,,
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
322,4227449,256,"Биология - 80
Химия - 90 Русский язык - 83",3,,1,Нет
323,3660915,256,"Биология - 79
Химия - 91 Русский язык - 86",0,,4,Нет
324,3642463,256,"Биология - 79
Химия - 86 Русский язык - 86",5,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
325,3822240,256,"Биология - 77
Химия - 86 Русский язык - 83",10,,1,Согласие
326,3721623,256,"Биология - 77
Химия - 82 Русский язык - 89",8,,2,Нет
327,3562895,256,"Биология - 71
Химия - 99 Русский язык - 81",5,,1,Нет
328,3700087,255,"Биология - 96
Химия - 84 Русский язык - 75",0,,1,Нет
329,3866574,255,"Биология - 85
Химия - 90 Русский язык - 70",10,,5,Нет
330,3620506,255,"Биология - 85
Химия - 84 Русский язык - 86",0,,1,Нет
331,3858419,255,"Биология - 81
Химия - 91 Русский язык - 78",5,,2,Нет
332,3721184,255,"Биология - 80
Химия - 86 Русский язык - 81",8,,2,Нет
333,3928355,255,"Биология - 79
Химия - 93 Русский язык - 83",0,,1,Нет
334,3792466,255,"Биология - 78
Химия - 95 Русский язык - 72",10,,2,Нет
335,4174202,255,"Биология - 73
Химия - 93 Русский язык - 81",8,,3,Нет
336,3941777,254,"Биология - 85
Химия - 73 Русский язык - 86",10,,2,Нет
337,3575129,254,"Биология - 80
Химия - 95 Русский язык - 69",10,,1,Нет
338,3619340,254,"Биология - 79
Химия - 86 Русский язык - 89",0,,2,Нет
339,3848365,254,"Биология - 76
Химия - 97 Русский язык - 81",0,,3,Нет
340,3871913,254,"Биология - 75
Химия - 99 Русский язык - 72",8,,1,Нет
341,4249356,254,"Биология - 75
Химия - 99 Русский язык - 70",10,,1,Согласие
342,3843598,254,"Биология - 73
Химия - 90 Русский язык - 81",10,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
343,3561857,253,"Биология - 91
Химия - 90 Русский язык - 72",0,,1,Нет
344,4214911,253,"Биология - 88
Химия - 77 Русский язык - 83",5,,1,Нет
345,4188283,253,"Биология - 86
Химия - 91 Русский язык - 66",10,,1,Нет
346,3914399,253,"Биология - 80
Химия - 97 Русский язык - 69",7,,4,Согласие
347,3861923,253,"Биология - 78
Химия - 97 Русский язык - 73",5,,1,Нет
348,3928732,253,"Биология - 78
Химия - 95 Русский язык - 75",5,,4,Нет
349,4010128,253,"Биология - 78
Химия - 82 Русский язык - 83",10,,1,Нет
350,3989176,253,"Биология - 77
Химия - 84 Русский язык - 86",6,,1,Нет
351,3896366,253,"Биология - 77
Химия - 80 Русский язык - 86",10,,2,Нет
352,4022595,253,"Биология - 76
Химия - 91 Русский язык - 81",5,,1,Нет
353,3561367,253,"Биология - 76
Химия - 86 Русский язык - 81",10,,1,Нет
354,4179956,253,"Биология - 74
Химия - 82 Русский язык - 89",8,,1,Нет
355,3915766,253,"Биология - 74
Химия - 80 Русский язык - 94",5,,2,Нет
356,3657098,252,"Биология - 88
Химия - 86 Русский язык - 78",0,,1,Нет
357,3640533,252,"Биология - 83
Химия - 86 Русский язык - 73",10,,2,Согласие
358,3920265,252,"Биология - 79
Химия - 90 Русский язык - 73",10,,2,Нет
359,3898603,252,"Биология - 78
Химия - 88 Русский язык - 78",8,Пр.право,2,Нет
360,3930361,252,"Биология - 76
Химия - 90 Русский язык - 81",5,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
361,3841980,252,"Биология - 75
Химия - 86 Русский язык - 86",5,,7,Нет
362,3620197,252,"Биология - 72
Химия - 95 Русский язык - 75",10,,3,Нет
363,3835736,252,"Биология - 71
Химия - 90 Русский язык - 86",5,,1,Нет
364,3914012,251,"Биология - 88
Химия - 78 Русский язык - 75",10,,1,Нет
365,3987945,251,"Биология - 85
Химия - 88 Русский язык - 73",5,,1,Нет
366,3632928,251,"Биология - 83
Химия - 95 Русский язык - 73",0,,2,Нет
367,3874631,251,"Биология - 83
Химия - 82 Русский язык - 78",8,,2,Нет
368,3845086,251,"Биология - 83
Химия - 80 Русский язык - 83",5,,1,Нет
369,3668556,251,"Биология - 80
Химия - 84 Русский язык - 81",6,,3,Нет
370,3968687,251,"Биология - 79
Химия - 84 Русский язык - 78",10,,1,Нет
371,3877842,251,"Биология - 79
Химия - 75 Русский язык - 89",8,,3,Нет
372,3850527,251,"Биология - 68
Химия - 86 Русский язык - 94",3,,3,Нет
373,3844520,250,"Биология - 90
Химия - 93 Русский язык - 67",0,,2,Нет
374,3909737,250,"Биология - 88
Химия - 88 Русский язык - 64",10,,3,Согласие
375,4034304,250,"Биология - 85
Химия - 66 Русский язык - 89",10,,1,Нет
376,4141591,250,"Биология - 81
Химия - 88 Русский язык - 81",0,,1,Нет
377,3586373,250,"Биология - 76
Химия - 91 Русский язык - 83",0,,4,Нет
378,4220971,250,"Биология - 74
Химия - 95 Русский язык - 73",8,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
379,3761158,250,"Биология - 70
Химия - 97 Русский язык - 73",10,,2,Нет
380,3986924,249,"Биология - 86
Химия - 93 Русский язык - 60",10,,2,Нет
381,4160922,249,"Биология - 81
Химия - 90 Русский язык - 78",0,,1,Нет
382,4019649,249,"Биология - 81
Химия - 90 Русский язык - 73",5,,4,Нет
383,3899830,249,"Биология - 78
Химия - 91 Русский язык - 73",7,,5,Нет
384,3867721,249,"Биология - 78
Химия - 78 Русский язык - 83",10,,1,Нет
385,4028824,249,"Биология - 76
Химия - 82 Русский язык - 86",5,,1,Нет
386,3818251,249,"Биология - 73
Химия - 90 Русский язык - 86",0,,2,Нет
387,4023590,249,"Биология - 71
Химия - 90 Русский язык - 78",10,,1,Нет
388,3814426,248,"Биология - 86
Химия - 68 Русский язык - 89",5,,2,Нет
389,3617003,248,"Биология - 83
Химия - 90 Русский язык - 75",0,Пр.право,1,Нет
390,4212670,248,"Биология - 81
Химия - 97 Русский язык - 70",0,,2,Нет
391,4006947,248,"Биология - 81
Химия - 84 Русский язык - 73",10,,2,Согласие
392,4140586,248,"Биология - 80
Химия - 93 Русский язык - 75",0,,1,Нет
393,4034214,248,"Биология - 80
Химия - 90 Русский язык - 73",5,,1,Нет
394,4009936,248,"Биология - 80
Химия - 77 Русский язык - 81",10,,1,Нет
395,3991853,248,"Биология - 80
Химия - 77 Русский язык - 81",10,,1,Нет
396,3728444,248,"Биология - 80
Химия - 75 Русский язык - 83",10,,1,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
397,3740739,248,"Биология - 79
Химия - 91 Русский язык - 73",5,,2,Нет
398,4168715,248,"Биология - 79
Химия - 70 Русский язык - 89",10,,2,Нет
399,3644733,248,"Биология - 77
Химия - 93 Русский язык - 78",0,,2,Нет
400,4012993,248,"Биология - 77
Химия - 77 Русский язык - 89",5,,2,Нет
401,3696238,248,"Биология - 75
Химия - 82 Русский язык - 81",10,,2,Нет
402,3687639,248,"Биология - 73
Химия - 95 Русский язык - 75",5,Пр.право,2,Нет
403,4018760,247,"Биология - 88
Химия - 86 Русский язык - 73",0,,1,Нет
404,3832666,247,"Биология - 86
Химия - 80 Русский язык - 73",8,,1,Нет
405,3933007,247,"Биология - 85
Химия - 78 Русский язык - 81",3,,1,Нет
406,3916681,247,"Биология - 80
Химия - 86 Русский язык - 75",6,,1,Нет
407,3871545,247,"Биология - 79
Химия - 90 Русский язык - 78",0,,2,Нет
408,3905364,247,"Биология - 79
Химия - 86 Русский язык - 72",10,,3,Согласие
409,3893634,247,"Биология - 77
Химия - 95 Русский язык - 70",5,,2,Нет
410,3670762,247,"Биология - 77
Химия - 84 Русский язык - 83",3,,3,Нет
411,3648928,247,"Биология - 75
Химия - 91 Русский язык - 81",0,,2,Нет
412,3559911,247,"Биология - 74
Химия - 91 Русский язык - 72",10,,2,Согласие
413,3985840,247,"Биология - 74
Химия - 90 Русский язык - 83",0,,2,Нет
414,3842863,247,"Биология - 74
Химия - 80 Русский язык - 83",10,,2,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
415,3622057,247,"Биология - 73
Химия - 93 Русский язык - 81",0,,2,Нет
416,4103275,247,"Биология - 72
Химия - 97 Русский язык - 73",5,,1,Нет
417,4023185,247,"Биология - 71
Химия - 80 Русский язык - 86",10,,2,Нет
418,3789000,247,"Биология - 70
Химия - 82 Русский язык - 89",6,,1,Нет
419,4094309,247,"Биология - 65
Химия - 86 Русский язык - 91",5,,1,Нет
420,4072738,246,"Биология - 90
Химия - 78 Русский язык - 73",5,,1,Нет
421,3999708,246,"Биология - 85
Химия - 80 Русский язык - 81",0,,2,Нет
422,3866732,246,"Биология - 83
Химия - 93 Русский язык - 61",9,,2,Нет
423,4162426,246,"Биология - 81
Химия - 88 Русский язык - 72",5,,3,Нет
424,3955185,246,"Биология - 81
Химия - 82 Русский язык - 78",5,,1,Нет
425,4105781,246,"Биология - 81
Химия - 79 Русский язык - 83",3,,1,Нет
426,3578392,246,"Биология - 79
Химия - 86 Русский язык - 78",3,,2,Нет
427,4076489,246,"Биология - 79
Химия - 86 Русский язык - 73",8,,1,Нет
428,4170443,246,"Биология - 79
Химия - 84 Русский язык - 73",10,,1,Нет
429,4074309,246,"Биология - 77
Химия - 88 Русский язык - 73",8,,1,Нет
430,3904150,246,"Биология - 75
Химия - 91 Русский язык - 72",8,,1,Нет
431,4107537,246,"Биология - 75
Химия - 77 Русский язык - 94",0,,1,Нет
432,3964913,246,"Биология - 73
Химия - 84 Русский язык - 83",6,,3,Нет
№,Код,Балл,ВИ,ИД,ПП,Приоритет,Согласие
433,3954031,246,"Биология - 63
Химия - 91 Русский язык - 83",9,,1,Нет
434,3855397,245,"Биология - 86
Химия - 73 Русский язык - 83",3,,1,Нет
435,3632878,245,"Биология - 86
Химия - 71 Русский язык - 78",10,,2,Нет
436,3914654,245,"Биология - 83
Химия - 71 Русский язык - 86",5,,1,Нет
437,4064663,245,"Биология - 81
Химия - 86 Русский язык - 78",0,,1,Нет
